FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Normal/Attack
"2,561,253","5,238,281",2,2,1,"2,620,161","8,391,951","3,283,517","2,441,419",2,2,1,2,1,"1,967,476","2,212,856","9,596,898",1,2,1,1,1,2,"148,808","155,96","1,718,643","9,472,571",1,2,1,1,2,"1,450,397","2,644,194","1,203,538","1,732,504","1,285,129","0,7348846","0,3065689",2,1,"251,506","1,649,953","1,901,436","0,000128152",1,1,1,Normal
"2,542,677","5,241,421",2,2,1,"2,620,161","8,391,951","3,285,568","2,441,419",2,2,1,2,1,"1,967,476","2,212,856","9,595,697",1,2,1,1,1,2,"148,808","155,96","1,719,796","9,476,031",1,2,1,1,2,"1,450,397","2,644,194","1,203,538","1,731,735","1,288,587","0,7348846","0,3065689",2,1,"251,506","1,649,953","1,901,436","0,000128152",1,1,1,Normal
"2,528,905","5,243,383",2,2,1,"2,620,161","8,391,951","3,285,568","2,441,419",2,2,1,2,1,"1,961,073","2,212,856","9,599,702",1,2,1,1,1,2,"148,808","1,562,164","1,720,309","9,476,801",1,2,1,1,2,"1,450,397","2,644,194","1,203,538","1,731,095","1,286,666","0,7348846","0,3065689",2,1,"251,506","1,665,972","1,901,436","0,000128152",1,1,1,Normal
"251,193","5,246,131",2,2,1,"2,620,161","8,391,951","3,285,568","2,442,828",2,2,1,2,1,"1,957,552","2,211,318","9,601,705",1,2,1,1,1,2,"148,808","156,242","1,720,309","9,475,647",1,2,1,1,2,"1,450,397","2,644,194","1,203,538","1,731,095","1,288,075","0,7348846","0,3065689",2,1,"251,506","1,665,972","1,901,436","0,000128152",1,1,1,Normal
"2,497,518","5,246,916",2,2,1,"2,620,161","8,391,951","3,285,568","2,442,828",2,2,1,2,1,"1,955,631","221,055","9,599,702",1,2,1,1,1,2,"148,808","156,242","1,720,309","9,475,647",1,2,1,1,2,"1,450,397","2,644,194","1,203,538","1,731,095","1,291,533","0,7348846","0,3065689",2,1,"251,506","1,665,972","1,901,436","0,000128152",1,1,1,Normal
"2,473,817","5,244,561",2,2,1,"2,620,161","8,391,951","3,285,568","2,440,137",2,2,1,2,1,"1,955,631","221,055","9,601,705",1,2,1,1,1,2,"148,808","156,242","1,720,309","9,478,723",1,2,1,1,2,"1,450,397","2,644,194","1,203,538","1,731,095","1,291,533","0,7355248","0,3065689",2,1,"251,506","1,665,972","1,901,436","0,000128152",1,1,1,Normal
"2,463,248","5,247,309",2,2,1,"2,620,161","8,391,951","3,284,286","2,440,137",2,2,1,2,1,"1,959,472","221,055","9,603,307",1,2,1,1,1,2,"148,808","156,242","1,720,309","947,757",1,2,1,1,2,"1,450,397","2,644,194","1,203,538","1,729,428","1,291,533","0,736421","0,3065689",2,1,"2,512,657","1,665,972","1,899,833","0,000128152",1,1,1,Normal
"244,179","5,246,916",2,2,1,"2,620,161","8,391,951","3,284,286","2,440,137",2,2,1,2,1,"1,962,354","221,055","9,599,702",1,2,1,1,1,2,"148,808","156,242","1,719,796","9,482,184",1,2,1,1,2,"1,450,397","2,644,194","1,203,538","1,726,096","1,303,446","0,736421","0,3065689",2,1,"2,512,657","1,665,972","1,899,833","0,000128152",1,1,1,Normal
"2,431,221","5,250,842",2,2,1,"2,620,161","8,391,951","3,284,286","2,440,137",2,2,1,2,1,"1,964,274","221,055","9,600,103",1,2,1,1,1,2,"148,808","156,242","1,718,515","9,486,029",1,2,1,1,2,"1,450,397","2,644,194","1,203,538","1,726,096","1,311,387","0,736421","0,3068891",2,1,"2,509,933","1,665,972","1,898,071","0,000128152",1,1,1,Normal
"2,421,932","5,252,411",2,2,1,"2,620,161","8,391,951","3,284,286","2,440,137",2,2,1,2,1,"1,964,274","2,208,756","9,601,304",1,2,1,1,1,2,"148,808","156,242","1,718,515","9,485,645",1,2,1,1,2,"1,450,397","2,642,912","1,203,538","1,725,968","1,306,008","0,736421","0,3068891",2,1,"2,509,933","1,665,972","1,896,629","0,000128152",1,1,1,Normal
"2,420,011","5,255,159",2,2,1,"2,620,161","8,391,951","3,284,286","2,440,137",2,2,1,2,1,"1,964,274","2,208,756","9,599,702",1,2,1,1,1,2,"148,808","156,242","1,720,309","9,487,952",1,2,1,1,2,"1,451,679","2,642,912","1,203,538","1,724,814","1,306,904","0,7353967","0,3068891",2,1,"2,509,933","1,665,972","1,896,629","0,000128152",1,1,1,Normal
"2,447,875","5,253,196",2,2,1,"2,620,161","8,394,835","3,284,286","2,440,137",2,2,1,2,1,"1,965,555","2,208,756","9,603,708",1,2,1,1,1,2,"148,808","156,242","1,720,309","9,489,105",1,2,1,1,2,"1,452,448","2,642,912","1,203,538","1,724,814","1,297,938","0,7353967","0,3068891",2,1,"2,509,933","1,665,972","1,896,629","0,000128152",1,1,1,Normal
"2,500,721","5,260,262",2,2,1,"2,620,161","8,394,835","3,284,286","2,440,137",2,2,1,2,1,"1,965,555","2,208,756","9,602,506",1,2,1,1,1,2,"148,808","156,242","1,720,309","9,491,028",1,2,1,1,2,"1,452,448","2,642,592","1,203,538","1,724,814","1,292,174","0,7353967","0,3066329",2,1,"2,509,933","1,569,859","1,896,629","0,000128152",1,1,1,Normal
"2,543,958","5,264,973",2,2,1,"2,620,161","8,394,835","3,284,286","2,440,137",2,2,1,2,1,"1,965,555","2,208,756","9,600,904",1,2,1,1,1,2,"148,808","156,242","1,718,643","9,491,797",1,2,1,1,2,"1,452,448","2,642,592","1,203,538","1,724,814","1,288,971","0,7353967","0,3065048",2,1,"2,509,933","1,569,859","1,896,629","0,000128152",1,1,1,Normal
"2,570,861","5,268,898",2,2,1,"2,620,161","8,394,835","3,284,286","2,441,034",2,2,1,2,1,"1,965,555","2,208,756","9,598,901",1,2,1,1,1,2,"148,808","156,242","1,718,643","9,492,181",1,2,1,1,2,"1,452,448","2,642,592","1,203,538","1,724,814","1,282,311","0,7353967","0,3065048",2,1,"2,509,933","1,569,859","1,896,629","0,000128152",1,1,1,Normal
"2,614,739","5,272,038",2,2,1,"2,620,161","8,394,835","3,284,286","2,441,034",2,2,1,2,1,"1,965,555","2,208,756","9,598,901",1,2,1,1,1,2,"148,808","156,242","1,718,643","9,498,718",1,2,1,1,2,"1,451,423","2,642,592","1,203,538","1,724,814","127,898","0,7353967","0,3065048",2,1,"2,509,933","1,569,859","1,896,629","0,000128152",1,1,1,Normal
"2,645,806","5,273,608",2,2,1,"2,622,084","8,394,835","3,284,286","2,441,034",2,2,1,2,1,"1,965,555","2,208,756","9,600,103",1,2,1,1,1,2,"148,808","1,560,882","1,720,693","9,500,641",1,2,1,1,2,"1,449,885","2,642,592","1,203,538","1,724,814","127,232","0,7353967","0,3065048",2,1,"2,509,933","1,569,859","1,897,751","0,000128152",1,1,1,Normal
"2,665,023","5,274,786",2,2,1,"2,622,084","8,394,835","3,284,286","2,441,034",2,2,1,2,1,"1,965,555","2,208,756","9,598,901",1,2,1,1,1,2,"148,808","1,560,882","1,720,693","9,501,794",1,2,1,1,2,"1,449,885","2,642,592","1,203,538","1,724,814","1,270,398","0,7353967","0,3065048",2,1,"2,509,933","1,569,859","1,897,751","0,000128152",1,1,1,Normal
"2,666,944","5,277,534",2,2,1,"2,622,084","8,393,553","3,284,286","2,441,547",2,2,1,2,1,"1,965,555","2,208,756","9,595,296",1,2,1,1,1,2,"148,808","1,560,882","1,720,693","9,500,641",1,2,1,1,2,"1,449,885","2,642,592","1,230,454","1,724,814","1,270,398","0,7353967","0,3065048",2,1,"2,509,933","1,569,859","1,897,751","0,000128152",1,1,1,Normal
"26,394","5,282,244",2,2,1,"2,622,084","8,391,951","3,284,286","2,443,597",2,2,1,2,1,"1,965,555","2,209,653","9,594,896",1,2,1,1,1,2,"148,808","1,560,882","1,720,693","9,502,563",1,2,1,1,2,"1,449,885","2,642,592","1,230,454","1,727,378","1,284,232","0,7353967","0,3065048",2,1,"2,509,933","1,569,859","1,897,751","0,000128152",1,1,1,Normal
"2,620,824","5,278,711",2,2,1,"2,619,841","8,391,951","3,284,286","2,444,751",2,2,1,2,1,"1,960,433","2,209,653","9,595,697",1,2,1,1,1,2,"148,808","1,560,882","1,719,924","9,505,255",1,2,1,1,2,"1,449,885","2,642,592","1,230,454","1,727,378","1,290,765","0,7353967","0,3065048",2,1,"2,509,933","1,569,859","1,897,751","0,000128152",1,1,1,Normal
"261,634","5,280,281",2,2,1,"2,619,841","8,391,951","3,284,286","2,444,751",2,2,1,2,1,"1,960,433","2,209,653","9,595,697",1,2,1,1,1,2,"148,808","1,560,882","1,719,284","9,506,409",1,2,1,1,2,"1,451,166","2,642,592","1,230,454","1,727,378","1,285,385","0,7353967","0,3065048",2,1,"2,509,933","1,681,991","1,897,751","0,000128152",1,1,1,Normal
"261,602","5,277,534",2,2,1,"2,619,841","8,391,951","3,284,286","2,444,751",2,2,1,2,1,"1,960,433","2,212,215","9,594,095",1,2,1,1,1,2,"148,808","1,560,882","1,719,284","9,508,331",1,2,1,1,2,"1,451,679","2,642,592","1,230,454","1,727,378","1,288,843","0,7353967","0,3065048",2,1,"2,509,933","1,681,991","1,897,751","0,000128152",1,1,1,Normal
"2,609,294","5,274,393",2,2,1,"2,619,841","8,391,951","3,284,286","2,443,085",2,2,1,2,1,"1,964,274","2,212,215","959,77",1,2,1,1,1,2,"148,808","1,560,882","1,718,387","9,508,716",1,2,1,1,2,"1,451,679","2,642,592","1,230,454","1,727,378","1,278,468","0,7353967","0,3065048",2,1,"2,509,933","1,681,991","1,897,751","0,000128152",1,1,1,Normal
"2,584,313","5,272,823",2,2,1,"2,619,841","8,391,951","3,284,286","2,442,316",2,2,1,2,1,"1,965,875","2,212,343","9,600,904",1,2,1,1,1,2,"148,808","1,560,882","1,716,849","9,510,638",1,2,1,1,2,"1,451,679","2,642,592","1,230,454","1,727,378","1,263,097","0,7353967","0,3065048",2,1,"2,511,055","1,649,953","1,897,751","0,000128152",1,1,1,Normal
"2,572,463","5,272,823",2,2,1,"2,619,841","8,391,951","3,284,286","2,442,188",2,2,1,2,1,"1,965,875","2,212,343","9,600,103",1,2,1,1,1,2,"148,808","1,560,882","1,714,029","9,508,331",1,2,1,1,2,"1,451,423","2,642,592","1,230,454","1,727,378","1,257,589","0,7353967","0,3065048",2,1,"2,511,055","1,649,953","1,897,751","0,000128152",1,1,1,Normal
"2,554,847","5,273,608",2,2,1,"2,619,841","8,391,951","3,284,286","2,442,188",2,2,1,2,1,"1,965,875","2,212,343","9,599,302",1,2,1,1,1,2,"148,808","1,560,882","1,713,261","950,91",1,2,1,1,2,"1,451,423","2,642,592","1,230,454","1,727,378","1,245,549","0,7353967","0,3065048",2,1,"2,511,055","1,649,953","1,897,751","0,000128152",1,1,1,Normal
"2,542,036",30,2,2,1,"2,619,841","839,163","3,284,286","2,442,188",2,2,1,2,1,"1,964,594","2,212,343","9,602,506",1,2,1,1,1,2,"148,808","1,560,882","1,712,876","9,512,561",1,2,1,1,2,"1,449,628","2,642,592","1,211,228","1,726,865","1,256,693","0,7353967","0,3065048",2,1,"2,511,055","1,649,953","1,897,751","0,000128152",1,1,1,Attack
"2,520,257",30,2,2,1,"2,619,841","839,163","3,284,286","2,442,188",2,2,1,2,1,"1,962,354","2,212,343","960,531",1,2,1,1,1,2,"148,808","1,560,882","1,713,261","9,512,561",1,2,1,1,2,"1,448,603","2,642,592","1,207,383","1,726,865","1,265,787","0,7353967","0,3074656",2,1,"2,509,773","1,649,953","1,896,789","0,000128152",1,1,1,Attack
"2,508,407",30,2,2,1,"2,619,841","839,163","3,284,286","2,443,469",2,2,1,2,1,"1,962,354","221,055","9,603,307",1,2,1,1,1,2,"148,808","1,560,882","1,715,311","9,514,099",1,2,1,1,2,"1,448,603","2,642,592","1,207,383","1,725,583","1,277,956","0,7353967","0,3081062",2,1,"2,508,171","1,649,953","1,895,027","0,000128152",1,1,1,Attack
"2,491,112",30,2,2,1,"2,619,841","839,163","3,284,286","2,444,751",2,2,1,2,1,"1,966,195","2,209,525","9,602,106",1,2,1,1,1,2,"148,808","1,561,907","1,715,311","9,512,561",1,2,1,1,2,"1,448,603","2,642,592","1,207,383","1,725,455","1,289,484","0,7378293","0,3081062",2,1,"2,508,171","1,649,953","1,895,027","0,000128152",1,1,1,Attack
"2,476,059",30,2,2,1,"2,619,841","839,163","3,284,286","2,444,751",2,2,1,2,1,"1,966,195","2,209,525","9,603,708",1,2,1,1,1,2,"148,808","1,561,907","1,715,311","9,516,791",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,723,404","1,286,666","0,7378293","0,3084265",2,1,"2,508,011","1,649,953","1,895,027","0,000128152",1,1,1,Attack
"2,460,045",30,2,2,1,"2,619,841","839,163","3,284,286","2,444,751",2,2,1,2,1,"1,955,631","2,209,525","9,602,106",1,2,1,1,1,2,"148,808","1,561,907","1,717,105","9,519,867",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,723,404","1,293,455","0,7360369","0,3086186",2,1,"2,508,011","1,649,953","1,895,027","0,000128152",1,1,1,Attack
"2,445,953",30,2,2,1,"2,619,841","839,163","3,284,286","2,444,751",2,2,1,2,1,"1,950,509","2,209,525","9,602,506",1,2,1,1,1,2,"148,808","1,561,907","1,717,361","952,179",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,724,942","1,289,484","0,7353967","0,3086186",2,1,"2,508,011","1,649,953","1,895,027","0,000128152",1,1,1,Attack
"242,994",30,2,2,1,"2,619,841","839,163","3,284,286","2,444,751",2,2,1,2,1,"1,950,509","2,209,525","9,604,509",1,2,1,1,1,2,"148,808","1,561,907","1,717,361","9,523,712",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,725,583","127,232","0,7353967","0,3086186",2,1,"2,510,414","1,649,953","1,896,469","0,000128152",1,1,1,Attack
"2,428,658",30,2,2,1,"2,619,841","839,163","3,284,286","2,444,751",2,2,1,2,1,"1,959,793","2,209,525","9,604,108",1,2,1,1,1,2,"148,808","1,561,907","1,717,361","9,524,097",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,725,583","1,260,664","0,7353967","0,3086186",2,1,"2,510,414","1,649,953","1,898,071","0,000128152",1,1,1,Attack
"2,426,737",30,2,2,1,"2,621,764","839,163","3,284,286","2,444,751",2,2,1,2,1,"1,959,793","2,209,525","9,603,307",1,2,1,1,1,2,"148,808","1,561,907","1,718,515","9,527,557",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,725,583","1,256,052","0,7353967","0,3086186",2,1,"2,510,414","1,649,953","1,898,071","0,000128152",1,1,1,Attack
"2,444,992","5,234,748",2,2,1,"2,621,764","839,163","3,284,286","2,445,263",2,2,30,2,1,"1,965,555","2,209,525","9,603,708",1,2,1,1,1,2,"148,808","1,561,907","1,719,156","9,526,403",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,726,737","1,269,502","0,7353967","0,3086186",2,1,"2,510,414","1,649,953","1,898,071","0,000128152",1,1,1,Attack
"2,492,714","5,233,177",2,2,1,"2,621,764","839,163","3,284,286","244,616",2,2,30,2,1,"1,969,076","2,211,447","9,598,901",1,2,1,1,1,2,"148,808","1,561,907","1,719,156","9,531,402",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,726,993","1,272,064","0,7353967","0,3086186",2,1,"2,510,414","1,826,162","1,898,071","0,000128152",1,1,1,Attack
"2,533,709","5,234,355",2,2,1,"2,621,764","839,163","3,284,286","244,616",2,2,1,2,1,"1,969,076","2,211,447","9,598,901",1,2,1,1,1,2,"148,808","1,561,907","1,716,849","9,530,248",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,726,993","1,278,596","0,7353967","0,3086186",2,1,"2,510,414","1,665,972","1,898,071","0,000128152",1,1,1,Normal
"2,574,064","5,230,823",2,2,1,"2,621,764","839,163","3,284,286","244,616",2,2,1,2,1,"1,969,076","2,211,447","9,601,304",1,2,1,1,1,2,"148,808","1,561,907","1,716,592","9,530,633",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,726,993","1,281,542","0,7353967","0,3086186",2,1,"2,509,773","1,665,972","1,895,347","0,000128152",1,1,1,Normal
"2,602,569","5,231,608",2,2,1,"2,621,764","839,163","3,284,286","2,444,623",2,2,1,2,1,"1,969,076","2,209,653","9,601,304",1,2,1,1,1,2,"148,808","1,561,907","1,715,567","9,532,171",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,726,993","1,276,675","0,7353967","0,3070813",2,1,"2,508,171","1,665,972","1,895,347","0,000128152",1,1,1,Normal
"2,637,158","5,232,393",2,2,1,"2,621,764","839,163","3,284,286","2,444,623",2,2,1,2,1,"1,973,238","2,209,525","9,597,299",1,2,1,1,1,2,"148,808","1,561,907","1,715,567","9,531,402",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,726,993","1,290,509","0,7353967","0,3068251",2,1,"2,508,171","1,665,972","1,895,347","0,000128152",1,1,1,Normal
"2,654,774","523,514",2,2,1,"2,621,443","839,163","3,284,286","2,441,803",2,2,1,2,1,"1,974,838","2,209,525","9,596,097",1,2,1,1,1,2,"148,808","1,561,907","1,715,567","9,534,094",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,726,993","1,290,765","0,7353967","0,3068251",2,1,"2,508,171","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"266,214","5,238,673",2,2,1,"2,621,443","839,163","3,284,286","2,439,625",2,2,1,2,1,"1,974,838","2,210,166","9,597,299",1,2,1,1,1,2,"148,808","1,561,907","1,715,567","9,535,247",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,726,993","1,286,025","0,7353967","0,3068251",2,1,"2,508,171","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,647,407","5,242,206",2,2,1,"2,621,443","839,163","3,284,286","243,924",2,2,1,2,1,"1,974,838","2,210,166","9,595,697",1,2,1,1,1,2,"148,808","1,561,907","1,715,567","9,535,247",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,726,993","1,286,794","0,7353967","0,3068251",2,1,"2,508,171","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,630,433","5,242,206",2,2,1,"2,621,443","839,163","3,284,286","243,924",2,2,1,2,1,"1,970,037","2,210,166","959,77",1,2,1,1,1,2,"148,808","1,561,907","1,715,567","953,717",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,726,993","1,272,576","0,7353967","0,3068251",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,622,426","5,240,636",2,2,1,"2,621,443","839,163","3,284,286","2,441,803",2,2,1,2,1,"1,965,555","2,212,215","9,602,106",1,2,1,1,1,2,"148,808","1,561,907","1,716,208","9,539,861",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,726,993","1,272,576","0,7353967","0,3068251",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,620,184","5,239,458",2,2,1,"2,621,443","839,163","3,284,286","2,441,803",2,2,1,2,1,"1,965,555","2,212,215","9,604,108",1,2,1,1,1,2,"148,808","1,561,907","1,716,849","954,14",1,2,1,1,2,"1,450,397","2,642,592","1,207,383","1,726,993","1,276,675","0,7353967","0,3081703",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,608,013","5,234,748",2,2,1,"2,621,443","839,163","3,284,286","2,440,137",2,2,1,2,1,"1,965,555","2,212,215","9,606,111",1,2,1,1,1,2,"148,808","1,561,907","1,716,849","9,539,861",1,2,1,1,2,"145,091","2,642,592","1,207,383","1,725,327","1,276,034","0,7353967","0,3084265",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,586,875","5,235,533",2,2,1,"2,621,443","839,163","3,284,286","2,440,137",2,2,1,2,1,"1,965,555","22,126","9,610,116",1,2,1,1,1,2,"148,808","1,560,625","1,716,849","9,541,015",1,2,1,1,2,"145,091","264,131","1,207,383","1,725,327","1,283,079","0,7353967","0,3084265",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,574,064","5,238,281",2,2,1,"2,621,443","839,163","3,284,286","2,440,137",2,2,1,2,1,"1,963,954","22,126","9,608,113",1,2,1,1,1,2,"148,808","1,560,625","1,715,824","9,543,707",1,2,1,1,2,"145,091","2,640,669","1,207,383","1,725,327","1,283,079","0,7353967","0,3084265",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,560,292","5,237,496",2,2,1,"2,621,443","839,163","3,284,286","2,440,137",2,2,1,2,1,"1,962,033","22,126","9,608,113",1,2,1,1,1,2,"148,808","1,560,625","1,715,824","9,550,628",1,2,1,1,2,"145,091","2,640,669","1,207,383","1,725,327","1,283,079","0,7353967","0,3084265",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,541,716","5,240,636",2,2,1,"2,621,443","839,163","3,284,286","2,440,137",2,2,1,2,1,"1,962,033","22,126","9,607,713",1,2,1,1,1,2,"148,808","1,560,625","1,715,824","9,550,628",1,2,1,1,2,"145,091","2,640,669","1,207,383","1,725,327","1,292,046","0,7353967","0,3084265",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,520,898","5,245,346",2,2,1,"2,621,443","839,163","3,284,286","2,440,137",2,2,1,2,1,"1,967,796","22,126","9,606,111",1,2,1,1,1,2,"148,808","1,560,625","1,715,824","9,549,474",1,2,1,1,2,"145,091","2,640,989","1,226,609","1,725,327","1,297,554","0,7353967","0,3084265",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,509,688","5,245,346",2,2,1,"2,621,443","839,163","3,284,286","2,440,137",2,2,1,2,1,"1,967,796","22,126","960,571",1,2,1,1,1,2,"148,808","1,560,625","1,715,824","9,549,474",1,2,1,1,2,"145,091","2,642,912","1,226,609","1,725,327","1,302,037","0,7353967","0,3084265",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,487,269","5,250,056",2,2,1,"2,621,443","839,163","3,284,286","2,440,137",2,2,1,2,1,"1,967,796","22,126","9,606,511",1,2,1,1,1,2,"148,808","1,559,856","1,715,824","9,553,704",1,2,1,1,2,"145,091","2,642,912","1,226,609","1,725,327","1,302,037","0,7353967","0,3084265",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"246,581","5,255,944",2,2,1,"2,621,443","839,163","3,284,286","2,440,137",2,2,1,2,1,"1,974,198","22,126","9,610,517",1,2,1,1,1,2,"148,808","1,558,575","1,715,824","9,556,396",1,2,1,1,2,"145,091","2,642,912","1,226,609","1,725,327","1,286,025","0,7353967","0,3084265",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,455,241","5,259,084",2,2,1,"2,621,443","839,163","3,284,286","2,440,137",2,2,1,2,1,"1,974,198","22,126","9,609,716",1,2,1,1,1,2,"148,808","1,558,575","1,715,824","9,557,165",1,2,1,1,2,"145,091","2,642,912","1,226,609","1,725,327","1,272,192","0,7353967","0,3066329",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,439,868","5,259,869",2,2,1,"2,621,443","839,163","3,284,286","2,440,137",2,2,1,2,1,"1,974,198","22,126","9,612,119",1,2,1,1,1,2,"148,808","1,558,575","1,715,824","9,556,396",1,2,1,1,2,"1,451,423","2,642,912","1,207,383","1,725,327","1,261,432","0,7353967","0,3066329",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,428,338","5,260,655",2,2,1,"2,621,443","839,163","3,284,286","2,440,137",2,2,1,2,1,"1,974,198","2,210,294","9,611,318",1,2,1,1,1,2,"148,808","1,557,806","1,715,824","9,558,318",1,2,1,1,2,"1,451,423","2,642,912","1,207,383","1,725,327","1,267,452","0,7353967","0,3086827",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,427,057","5,260,655",2,2,1,"2,621,443","839,163","3,284,286","2,440,137",2,2,1,2,1,"1,974,198","2,210,294","9,611,318",1,2,1,1,1,2,"148,808","1,557,806","1,715,824","9,558,703",1,2,1,1,2,"1,451,423","2,642,912","1,207,383","1,727,506","1,280,902","0,7353967","0,3086827",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,424,174","5,268,898",2,2,1,"2,621,443","839,163","3,284,286","2,443,085",2,2,1,2,1,"1,974,198","2,210,294","961,332",1,2,1,1,1,2,"148,808","1,557,806","1,716,592","9,563,317",1,2,1,1,2,"1,451,423","2,642,592","1,207,383","1,728,275","1,281,798","0,7353967","0,3069532",2,1,"2,509,453","1,665,972","1,896,949","0,000128152",1,1,1,Normal
"2,452,359","5,271,646",2,2,1,"2,621,443","839,163","3,284,286","2,443,597",2,2,1,2,1,"1,970,677","2,212,343","9,615,724",1,2,1,1,1,2,"148,808","1,557,806","1,716,592","9,562,933",1,2,1,1,2,"1,451,423","2,640,989","1,207,383","1,728,275","1,281,798","0,7353967","0,3065689",2,1,"2,509,773","1,665,972","1,896,949","0,000128152",1,1,1,Normal
